DAMIP,BCC,BCC-CSM2-MR,hist-aer,T1
DAMIP,BCC,BCC-CSM2-MR,hist-all-aer2,T3
DAMIP,BCC,BCC-CSM2-MR,hist-all-nat2,T3
DAMIP,BCC,BCC-CSM2-MR,hist-CO2,T3
DAMIP,BCC,BCC-CSM2-MR,hist-GHG,T1
DAMIP,BCC,BCC-CSM2-MR,hist-nat,T1
DAMIP,BCC,BCC-CSM2-MR,hist-sol,T3
DAMIP,BCC,BCC-CSM2-MR,hist-stratO3,T2
DAMIP,BCC,BCC-CSM2-MR,hist-volc,T3
DAMIP,BCC,BCC-CSM2-MR,ssp245-aer,T3
DAMIP,BCC,BCC-CSM2-MR,ssp245-GHG,T2
DAMIP,BCC,BCC-CSM2-MR,ssp245-nat,T3
DAMIP,BCC,BCC-CSM2-MR,ssp245-stratO3,T2
DAMIP,CAS,CAS-ESM1-0,hist-aer,T1
DAMIP,CAS,CAS-ESM1-0,hist-all-aer2,T3
DAMIP,CAS,CAS-ESM1-0,hist-all-nat2,T3
DAMIP,CAS,CAS-ESM1-0,hist-CO2,T3
DAMIP,CAS,CAS-ESM1-0,hist-GHG,T1
DAMIP,CAS,CAS-ESM1-0,hist-nat,T1
DAMIP,CAS,CAS-ESM1-0,hist-sol,T3
DAMIP,CAS,CAS-ESM1-0,hist-stratO3,T2
DAMIP,CAS,CAS-ESM1-0,hist-volc,T3
DAMIP,CAS,CAS-ESM1-0,ssp245-aer,T3
DAMIP,CAS,CAS-ESM1-0,ssp245-GHG,T2
DAMIP,CAS,CAS-ESM1-0,ssp245-nat,T3
DAMIP,CAS,CAS-ESM1-0,ssp245-stratO3,T2
DAMIP,CAS,FGOALS-g3,hist-aer,T1
DAMIP,CAS,FGOALS-g3,hist-all-aer2,T3
DAMIP,CAS,FGOALS-g3,hist-all-nat2,T3
DAMIP,CAS,FGOALS-g3,hist-CO2,T3
DAMIP,CAS,FGOALS-g3,hist-GHG,T1
DAMIP,CAS,FGOALS-g3,hist-nat,T1
DAMIP,CAS,FGOALS-g3,hist-sol,T3
DAMIP,CAS,FGOALS-g3,hist-stratO3,T2
DAMIP,CAS,FGOALS-g3,hist-volc,T3
DAMIP,CAS,FGOALS-g3,ssp245-aer,T3
DAMIP,CAS,FGOALS-g3,ssp245-GHG,T2
DAMIP,CAS,FGOALS-g3,ssp245-nat,T3
DAMIP,CAS,FGOALS-g3,ssp245-stratO3,T2
DAMIP,CCCma,CanESM5,hist-aer,T1
DAMIP,CCCma,CanESM5,hist-all-aer2,T3
DAMIP,CCCma,CanESM5,hist-all-nat2,T3
DAMIP,CCCma,CanESM5,hist-CO2,T3
DAMIP,CCCma,CanESM5,hist-GHG,T1
DAMIP,CCCma,CanESM5,hist-nat,T1
DAMIP,CCCma,CanESM5,hist-sol,T3
DAMIP,CCCma,CanESM5,hist-stratO3,T2
DAMIP,CCCma,CanESM5,hist-volc,T3
DAMIP,CCCma,CanESM5,ssp245-aer,T3
DAMIP,CCCma,CanESM5,ssp245-GHG,T2
DAMIP,CCCma,CanESM5,ssp245-nat,T3
DAMIP,CCCma,CanESM5,ssp245-stratO3,T2
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-aer,T1
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-all-aer2,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-all-nat2,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-CO2,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-GHG,T1
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-nat,T1
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-sol,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-stratO3,T2
DAMIP,CNRM-CERFACS,CNRM-CM6-1,hist-volc,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,ssp245-aer,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,ssp245-GHG,T2
DAMIP,CNRM-CERFACS,CNRM-CM6-1,ssp245-nat,T3
DAMIP,CNRM-CERFACS,CNRM-CM6-1,ssp245-stratO3,T2
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-aer,T1
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-all-aer2,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-all-nat2,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-CO2,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-GHG,T1
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-nat,T1
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-sol,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-stratO3,T2
DAMIP,CSIR-CSIRO,VRESM-1-0,hist-volc,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,ssp245-aer,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,ssp245-GHG,T2
DAMIP,CSIR-CSIRO,VRESM-1-0,ssp245-nat,T3
DAMIP,CSIR-CSIRO,VRESM-1-0,ssp245-stratO3,T2
DAMIP,MIROC,MIROC6,hist-aer,T1
DAMIP,MIROC,MIROC6,hist-all-aer2,T3
DAMIP,MIROC,MIROC6,hist-all-nat2,T3
DAMIP,MIROC,MIROC6,hist-CO2,T3
DAMIP,MIROC,MIROC6,hist-GHG,T1
DAMIP,MIROC,MIROC6,hist-nat,T1
DAMIP,MIROC,MIROC6,hist-sol,T3
DAMIP,MIROC,MIROC6,hist-stratO3,T2
